data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,avg_positive_polarity,shares
0,0,0,0,1,0,0.33704004,3800
0,0,0,0,1,0,0.38682747,5200
0,0,0,0,0,1,0.38333333,767
0,0,0,1,0,0,0.3986785,2200
0,1,0,0,0,0,0.40535715,624
1,0,0,0,0,0,0.51886725,3500
0,1,0,0,0,0,0.3708134,4800
0,0,1,0,0,0,0.42673624,855
0,1,0,0,0,0,0.336367,1100
0,0,0,0,0,1,0.4040404,775
0,0,1,0,0,0,0.30158317,1900
0,1,0,0,0,0,0.59444445,3100
1,0,0,0,0,0,0.42437178,1300
0,1,0,0,0,0,0.42035216,1100
0,1,0,0,0,0,0.42962962,1300
0,0,1,0,0,0,0.37672594,1600
0,0,0,0,1,0,0.3673521,1100
0,0,0,0,1,0,0.38791534,1900
0,0,0,0,1,0,0.38471964,2300
0,0,0,0,1,0,0.3512252,2200
0,0,0,0,0,1,0.5,1100
0,0,1,0,0,0,0.41547912,1300
0,0,0,0,0,0,0.4,920
0,0,1,0,0,0,0.4364532,1000
0,0,0,0,0,0,0.44583333,2900
0,0,1,0,0,0,0.39166668,720
0,0,0,0,1,0,0.3912879,900
0,0,0,0,0,1,0.2679293,4200
0,0,0,0,1,0,0.335,70200
0,0,0,0,0,1,0.27312183,563
0,0,0,0,0,1,0.28584415,783
0,0,0,1,0,0,0.083989896,2600
0,0,0,0,0,0,0.41166666,1900
0,0,1,0,0,0,0.32827652,759
0,0,0,0,1,0,0.39356738,1100
0,0,0,0,0,0,0.35483405,617
1,0,0,0,0,0,0.30094486,721
0,0,0,0,1,0,0.3715909,1500
0,0,0,0,1,0,0.36650264,1400
0,0,0,0,1,0,0.31851852,3100
0,0,0,0,0,0,0.42919192,853
0,1,0,0,0,0,0.34583333,744
0,1,0,0,0,0,0.3387759,1100
0,1,0,0,0,0,0.40714285,2100
0,0,0,0,0,1,0.31503496,728
0,0,1,0,0,0,0.28085226,855
0,0,0,0,0,0,0.23415978,1500
0,0,0,0,0,1,0.25400433,746
0,0,0,0,1,0,0.43852815,1300
0,0,1,0,0,0,0.41435605,2000
0,0,0,0,0,0,0.47142857,11600
0,1,0,0,0,0,0.3195,2700
0,0,0,0,0,1,0.36439154,712
0,0,0,1,0,0,0.42777777,3200
0,1,0,0,0,0,0.39722222,1200
0,0,1,0,0,0,0.31712967,695
0,0,0,1,0,0,0.32479078,4000
0,0,0,0,0,1,0.29970238,608
0,1,0,0,0,0,0.36644426,871
1,0,0,0,0,0,0.20446429,945
0,0,0,0,0,0,0.37833333,6500
0,0,0,0,1,0,0.40266418,19500
0,0,0,0,0,1,0.35925,974
0,0,0,0,1,0,0.27238005,3700
0,0,0,0,0,0,0.30363637,6000
0,0,0,0,0,1,0.3308097,917
0,0,0,0,0,1,0.2826515,985
0,1,0,0,0,0,0.2826544,843
0,1,0,0,0,0,0.4646034,774
0,0,0,0,0,1,0.34150568,2400
0,0,0,0,0,0,0.36478356,4300
1,0,0,0,0,0,0.39943182,938
0,0,0,0,0,1,0.32244006,1200
0,0,1,0,0,0,0.33707663,1800
0,0,0,0,1,0,0.30527776,986
0,0,0,0,1,0,0.45183983,1500
0,0,1,0,0,0,0.4181818,1300
0,0,0,0,0,0,0.42689395,1100
0,0,0,0,1,0,0.41641775,2100
0,0,0,0,0,1,0,1200
0,0,0,0,0,0,0.375,3200
0,1,0,0,0,0,0.3764706,2400
0,0,1,0,0,0,0.3760189,3100
1,0,0,0,0,0,0.4842857,7600
0,0,0,0,0,1,0.3432862,1300
0,1,0,0,0,0,0.31527779,1400
0,0,0,0,0,1,0.16222943,859
0,1,0,0,0,0,0.4299603,771
0,1,0,0,0,0,0.49839664,921
0,0,0,0,0,1,0.4167749,1600
0,0,0,0,0,0,0.37285715,4800
0,1,0,0,0,0,0.36676443,1100
0,0,0,0,0,1,0.37018397,1000
0,0,0,0,0,1,0.3704762,1300
0,1,0,0,0,0,0.41387165,833
0,1,0,0,0,0,0.5388889,4700
0,0,0,0,1,0,0.45007214,1900
1,0,0,0,0,0,0.36857265,658
0,1,0,0,0,0,0.30476192,2400
0,0,1,0,0,0,0.46912122,5700
0,0,0,0,0,1,0.24147727,1100
0,0,0,0,0,0,0.4949495,3600
0,0,0,0,1,0,0.39863637,844
0,0,0,0,0,0,0.4732143,1400
0,0,0,1,0,0,0.4257576,1500
0,0,0,0,1,0,0.37252066,2600
0,0,0,0,1,0,0.32464287,1200
0,1,0,0,0,0,0.39302084,855
0,0,0,0,0,0,0.28603175,94800
0,1,0,0,0,0,0.34843072,1500
0,0,0,0,0,0,0.4017857,1100
0,0,1,0,0,0,0.2,1100
0,0,0,0,0,1,0.35204545,1600
0,1,0,0,0,0,0.25814393,17700
0,1,0,0,0,0,0.21142857,1300
0,1,0,0,0,0,0.5253968,1200
0,0,0,0,1,0,0.44412202,1000
0,1,0,0,0,0,0.29166666,1100
0,1,0,0,0,0,0.32256493,16300
0,0,1,0,0,0,0.45484644,4800
0,1,0,0,0,0,0,597
0,1,0,0,0,0,0.35690236,704
0,0,0,0,1,0,0.36494,1100
0,1,0,0,0,0,0.33568183,232
0,0,0,0,0,1,0.38882726,786
0,0,0,0,0,1,0.21333334,1500
0,0,0,1,0,0,0.26034838,3200
0,0,0,0,1,0,0.13636364,3500
0,0,0,0,1,0,0.37064824,2600
0,0,0,0,1,0,0.30987698,911
0,0,0,0,0,0,0.4622807,2200
0,0,0,0,0,0,0.2988889,11000
0,1,0,0,0,0,0.13636364,1000
0,0,1,0,0,0,0.47916666,1500
0,0,0,0,0,1,0.39907408,3000
0,0,0,0,0,0,0.3144628,1300
0,0,0,0,1,0,0.3368654,1300
0,0,0,0,0,0,0.40918368,1700
0,0,0,0,0,1,0.2526515,776
0,0,0,0,0,1,0.30756965,5100
0,0,0,0,0,1,0.30954978,10500
0,1,0,0,0,0,0.39242426,1300
1,0,0,0,0,0,0.37959,533
0,1,0,0,0,0,0.6004329,2300
0,0,1,0,0,0,0.31889135,5200
0,1,0,0,0,0,0.26214287,8900
0,0,0,0,1,0,0.264795,1400
0,0,0,0,1,0,0.30436072,1400
0,0,0,0,1,0,0.30037645,1300
0,0,0,0,1,0,0.34146005,2300
0,0,0,0,1,0,0.32801756,11700
0,0,0,0,1,0,0.28808343,3700
0,0,0,0,1,0,0.16545455,1000
1,0,0,0,0,0,0.35552555,2400
0,0,0,0,1,0,0.3707838,1300
0,0,0,0,1,0,0.29690176,992
0,1,0,0,0,0,0.4713384,850
1,0,0,0,0,0,0.35447973,1500
1,0,0,0,0,0,0.409795,2400
0,0,0,0,0,0,0.33083335,3300
0,0,0,0,1,0,0,2000
1,0,0,0,0,0,0.5107639,3600
0,0,0,0,1,0,0.5033058,1600
0,0,0,0,0,1,0.30367965,4500
0,0,0,0,0,0,0.48214287,918
0,0,1,0,0,0,0.3933544,2000
0,0,1,0,0,0,0.36275348,997
1,0,0,0,0,0,0.38352647,5100
0,1,0,0,0,0,0.35700336,1000
0,0,1,0,0,0,0.26196817,1200
0,0,0,0,1,0,0.3490909,1600
0,0,1,0,0,0,0.45,16900
0,0,1,0,0,0,0.34973904,2900
0,0,1,0,0,0,0.4406866,3300
0,1,0,0,0,0,0.26896968,1700
0,0,0,0,0,0,0.54375,4500
0,1,0,0,0,0,0.46666667,1700
0,0,0,0,0,0,0.5024725,1200
0,0,1,0,0,0,0.20480649,879
0,0,0,0,0,1,0.39,785
0,0,0,0,0,1,0.36843854,1700
0,0,0,1,0,0,0.37135643,8400
0,0,0,1,0,0,0.24220662,1800
0,0,1,0,0,0,0.31163913,1700
0,0,0,0,0,0,0.4722222,1000
0,0,0,0,0,0,0.4287879,1100
0,1,0,0,0,0,0.31048074,2000
0,0,0,0,0,0,0.5404762,762
0,1,0,0,0,0,0.4053977,451
0,0,0,0,0,0,0.75,1000
0,1,0,0,0,0,0.41168177,1100
0,1,0,0,0,0,0.4641844,809
0,0,0,0,0,1,0.6666667,2600
0,1,0,0,0,0,0.31078947,1200
0,1,0,0,0,0,0.23579545,31900
0,0,0,0,0,0,0.65833336,531
0,1,0,0,0,0,0.43125,2900
0,0,0,0,1,0,0.375,952
0,0,0,0,0,0,0.37450567,2100
0,0,0,0,0,1,0.37992424,1200
0,0,0,1,0,0,0,1200
0,1,0,0,0,0,0.19318181,1100
0,0,0,0,0,0,0.311633,11500
0,1,0,0,0,0,0.43872407,923
0,1,0,0,0,0,0.27906337,662
0,1,0,0,0,0,0.47889233,8700
0,1,0,0,0,0,0.4125,702
0,0,0,0,1,0,0.42549193,3200
0,0,0,0,0,1,0.3929293,996
0,0,0,1,0,0,0.23856775,2800
0,0,0,0,1,0,0.2979437,2500
0,0,0,0,1,0,0.2872054,1200
0,1,0,0,0,0,0.47272727,1300
0,0,0,0,0,1,0.42089286,5500
0,0,0,0,1,0,0.34442425,5000
0,1,0,0,0,0,0.33579546,1500
0,0,1,0,0,0,0.33140036,1200
1,0,0,0,0,0,0.3933504,3300
0,0,0,0,0,0,0.46246752,3800
0,0,0,1,0,0,0.11818182,1300
0,0,0,1,0,0,0.46926406,12700
0,1,0,0,0,0,0.44770563,1500
0,1,0,0,0,0,0.3789827,1100
0,0,0,0,0,1,0.42427608,753
1,0,0,0,0,0,0.4293344,2300
0,0,0,0,0,0,0.39021644,3400
0,0,0,0,0,1,0.294375,997
0,1,0,0,0,0,0.36545184,901
0,0,1,0,0,0,0.36394867,1400
0,0,0,0,1,0,0.34791666,2900
0,0,1,0,0,0,0.38242424,1100
0,0,0,0,0,0,0.47121212,665
0,0,0,0,0,1,0.3482857,2500
0,0,1,0,0,0,0.19318181,9100
0,1,0,0,0,0,1,819
0,0,0,0,1,0,0.42603305,1500
0,0,1,0,0,0,0.28939393,3100
0,1,0,0,0,0,0.3349529,797
0,0,0,0,0,1,0.36666667,949
0,0,0,0,1,0,0.30317035,1700
0,0,0,0,0,1,0.33333334,851
0,0,0,1,0,0,0.31801948,1100
0,0,0,0,0,1,0.37424242,724
0,0,1,0,0,0,0.41428572,996
0,0,0,0,1,0,0.32354572,1700
0,0,0,0,0,1,0.26415044,558
0,0,0,1,0,0,0.367316,4000
0,0,0,0,0,1,0.47191358,19200
0,0,1,0,0,0,0.38020834,1100
0,0,0,0,0,1,0.35716668,632
0,0,0,0,0,1,0.35774046,1200
0,0,0,0,1,0,0.3513889,2400
1,0,0,0,0,0,0.35152945,1200
0,0,0,0,1,0,0.45445815,1900
0,0,0,0,1,0,0.303125,35700
1,0,0,0,0,0,0.4351348,4500
0,0,0,0,0,1,0.30156094,980
0,1,0,0,0,0,0.385464,678
0,0,0,0,0,1,0.28743315,772
0,0,0,1,0,0,0.3152431,752
0,0,1,0,0,0,0.33954942,1700
0,0,0,0,0,1,0.3428757,1300
0,1,0,0,0,0,0.43067226,5400
0,0,0,0,0,1,0.22626263,2400
0,0,1,0,0,0,0.37064394,722
0,0,0,0,1,0,0.29199037,1900
1,0,0,0,0,0,0.38479266,4800
0,0,1,0,0,0,0.24819347,1500
0,1,0,0,0,0,0.40332356,954
0,0,0,0,0,0,0.21607143,1200
0,0,0,0,0,0,0.40066633,1500
0,0,0,0,0,1,0.3029209,616
0,0,0,0,1,0,0.41875,1700
0,0,0,0,1,0,0.43636364,2400
0,0,0,0,0,1,0.52363634,500
0,0,1,0,0,0,0.39993685,2000
1,0,0,0,0,0,0.39140624,992
0,0,1,0,0,0,0.29285714,751
0,0,0,0,0,1,0.32483765,994
0,0,0,0,0,1,0.26266235,702
0,0,0,0,0,1,0.36704546,799
0,0,1,0,0,0,0.37109798,737
0,0,1,0,0,0,0.39772728,187
0,0,0,0,0,1,0.355,799
0,0,0,0,1,0,0.54848486,8700
0,0,0,0,0,0,0.5714286,6500
0,1,0,0,0,0,0.40450644,945
0,0,0,0,0,0,0.3857143,903
0,0,0,0,0,0,0.24570248,5700
0,0,0,0,0,1,0.3109793,2200
0,0,0,1,0,0,0.2462482,1300
0,0,0,1,0,0,0.36666667,3100
0,0,0,0,1,0,0.42727274,784
0,0,0,0,1,0,0.4088657,4000
0,0,1,0,0,0,0.3210588,1300
0,0,0,0,0,1,0.30132577,1500
0,0,0,1,0,0,0.2529662,2300
0,0,0,0,1,0,0.3726796,1400
0,0,0,1,0,0,0.28290042,7000
0,0,0,0,0,0,0.50714284,1200
0,0,0,0,0,1,0.27414623,1000
0,0,0,0,0,1,0.32843137,1100
0,0,1,0,0,0,0.26948053,1100
0,0,0,0,0,1,0,1700
0,0,0,0,0,0,0.33174604,1900
0,1,0,0,0,0,0.38436925,1200
0,0,1,0,0,0,0.32349283,1200
0,0,0,0,0,1,0.26070708,964
0,0,0,1,0,0,0.33333334,932
1,0,0,0,0,0,0.3330303,7200
1,0,0,0,0,0,0.34316102,1300
0,0,0,0,0,0,0.35730475,1300
0,0,0,0,0,1,0.33030304,973
1,0,0,0,0,0,0.3290404,888
0,0,0,0,0,1,0.15,1200
0,0,0,0,0,1,0.4181818,1000
1,0,0,0,0,0,0.33322206,1400
0,0,0,0,1,0,0.3424229,2200
0,1,0,0,0,0,0.41115397,1400
0,1,0,0,0,0,0.26272935,11700
0,0,0,0,0,1,0.27117002,1200
0,0,0,0,0,1,0,1600
0,0,0,0,1,0,0.3522436,9500
0,0,0,0,0,1,0.3745581,1600
0,0,0,0,1,0,0.27492064,2400
0,0,0,0,0,1,0.3214935,1200
0,0,0,1,0,0,0.3875,1500
0,0,1,0,0,0,0.36337662,1700
0,0,1,0,0,0,0.43878162,2600
0,0,1,0,0,0,0.41674107,24800
0,0,0,0,0,1,0.34049818,943
0,0,0,0,0,0,0.4,3600
0,1,0,0,0,0,0.34364563,1100
0,0,0,0,1,0,0.32232141,1100
0,1,0,0,0,0,0.40164584,1300
0,0,0,0,1,0,0.2620303,1400
0,0,0,0,0,1,0.3105263,4000
0,0,0,0,0,1,0.30652174,938
0,0,0,0,0,1,0.33636364,849
0,0,1,0,0,0,0.3592803,1400
0,0,1,0,0,0,0.41727272,2800
0,0,0,0,0,1,0.2574026,1200
0,0,0,0,0,0,0.48333332,2900
0,0,0,0,0,1,0.20735796,1700
0,0,0,0,1,0,0.38181818,2100
0,1,0,0,0,0,0.44125873,4400
0,0,0,0,0,1,0.23020834,1200
0,1,0,0,0,0,0.39391536,892
0,0,0,0,0,1,0.3592504,726
0,0,0,0,0,0,0.35,794
0,1,0,0,0,0,0.36097243,18100
0,0,0,0,1,0,0.344422,7100
0,0,0,0,0,1,0.28842977,1100
0,1,0,0,0,0,0.3306132,1400
0,0,0,0,0,1,0.30887446,1200
0,0,0,0,0,1,0.38295454,531
0,0,0,0,0,0,0.4611111,14800
0,0,0,0,1,0,0.29601112,1300
0,1,0,0,0,0,0.34280443,865
0,0,0,0,0,1,0.1610606,2600
0,0,1,0,0,0,0.38871056,1500
0,0,1,0,0,0,0.24528882,527
0,0,1,0,0,0,0.40974027,1200
0,1,0,0,0,0,0.38906062,973
0,0,1,0,0,0,0.325,1000
0,0,1,0,0,0,0.2591146,2900
0,1,0,0,0,0,0.37563637,869
0,0,0,0,0,1,0.36515152,1100
0,0,0,0,0,1,0.3247447,3200
0,0,0,0,1,0,0.45,2900
0,1,0,0,0,0,0.33403403,682
0,0,0,0,0,0,0.33106062,64400
0,1,0,0,0,0,0.36079547,26800
0,0,0,0,0,1,0.20284091,1000
0,0,0,0,0,1,0.27495238,1500
0,1,0,0,0,0,0.39248377,847
0,0,0,0,0,1,0.30394372,2300
0,0,0,0,0,0,0.45625,1600
0,0,0,0,1,0,0.35446024,7700
0,0,0,0,1,0,0.40698966,3000
0,0,0,0,1,0,0.36342552,2600
0,0,0,0,0,1,0.39692512,1600
0,1,0,0,0,0,0.29454544,884
0,0,0,1,0,0,0.3708539,1100
0,0,1,0,0,0,0.41503787,2100
0,0,0,1,0,0,0.38997668,1100
0,0,0,0,1,0,0.37914315,1500
0,1,0,0,0,0,0.4734127,931
0,1,0,0,0,0,0.56666666,1000
0,0,0,1,0,0,0.4318182,1300
0,0,0,0,0,1,0.2503565,900
1,0,0,0,0,0,0.32056817,1300
0,1,0,0,0,0,0.42533746,1100
0,1,0,0,0,0,0.29945886,1100
0,1,0,0,0,0,0.45202246,12700
0,0,1,0,0,0,0.23857144,995
0,0,0,0,0,0,0.30151516,2000
0,1,0,0,0,0,0.3090909,444
0,0,0,0,1,0,0.38794872,6900
0,0,0,0,0,0,0.39285713,810
0,0,0,0,0,1,0.35979167,1100
0,0,1,0,0,0,0.24909435,761
0,0,0,0,0,0,0.44639498,919
0,1,0,0,0,0,0.44724518,909
0,0,0,0,0,1,0.26190478,57
0,1,0,0,0,0,0.28025416,801
0,0,0,0,0,1,0.29642856,883
0,0,0,0,0,0,0.46875,1400
0,0,0,0,1,0,0.36319867,2400
0,0,1,0,0,0,0.48981482,3100
0,0,0,0,1,0,0.35069698,2700
0,0,0,0,1,0,0.38264462,1400
0,0,0,0,1,0,0.35530302,4600
0,1,0,0,0,0,0.46,8300
0,0,0,0,0,1,0.43545035,1100
0,0,0,0,1,0,0.27727273,1800
0,0,0,0,0,0,0.3859649,936
0,0,0,0,0,1,0.23073593,2300
0,0,0,0,0,1,0.15324676,7000
1,0,0,0,0,0,0.4090909,456
0,1,0,0,0,0,0.3212442,1000
0,0,0,0,1,0,0.36257815,11100
0,0,1,0,0,0,0.34837735,1800
0,0,0,0,0,1,0,760
0,0,1,0,0,0,0.29955807,2300
0,0,0,0,0,1,0.24601385,3500
0,0,0,0,0,1,0.40953323,2100
0,0,0,1,0,0,0.38614717,1400
0,0,0,0,0,0,0.3531746,9600
0,0,0,0,0,0,0.3840909,5800
0,0,0,0,1,0,0.37340266,1900
0,0,1,0,0,0,0.42256016,2700
0,0,0,0,0,1,0.34099025,1700
0,1,0,0,0,0,0.24204546,1700
0,0,0,1,0,0,0.27620047,6800
0,1,0,0,0,0,0.4156703,1700
0,1,0,0,0,0,0.40623406,4300
0,0,1,0,0,0,0.29114985,2900
0,0,0,0,0,0,0.34666666,10400
0,0,0,0,0,0,0.49836513,3900
0,0,0,0,0,0,0.6090476,1100
0,0,0,0,0,1,0.35925925,2500
0,0,1,0,0,0,0.3025974,5900
0,1,0,0,0,0,0.2534965,2100
0,0,0,0,0,0,0.34727272,1100
0,1,0,0,0,0,0.37291345,3800
0,0,0,0,0,1,0.1299026,1400
0,0,0,0,0,1,0.36112553,4800
0,0,0,0,0,0,0.48,788
0,0,0,0,0,0,0.4367347,1000
0,0,1,0,0,0,0.35544077,27700
0,0,0,0,1,0,0.29856762,1200
0,0,0,0,1,0,0.38151914,1100
0,0,0,0,0,1,0.3476852,800
0,0,1,0,0,0,0.43235293,1300
0,0,0,0,0,0,0.42552814,2700
0,0,0,0,0,1,0.290625,873
0,0,0,0,1,0,0.36363637,5300
0,1,0,0,0,0,0,1100
0,0,1,0,0,0,0.27333334,2500
0,0,1,0,0,0,0.32623234,4400
0,0,1,0,0,0,0.39713636,3000
0,0,1,0,0,0,0.32681817,1300
0,0,0,0,1,0,0.36223775,1500
0,0,0,0,1,0,0.2929243,1300
0,0,0,0,1,0,0.42857143,985
0,0,0,0,0,0,0.32619047,2600
0,0,0,0,1,0,0.24601662,2200
0,0,0,1,0,0,0.37086248,3300
0,1,0,0,0,0,0.28678018,1800
0,0,0,0,0,0,0.35,3900
0,0,0,0,0,0,0.47738096,1800
0,1,0,0,0,0,0.23930481,1900
1,0,0,0,0,0,0.46494713,2500
0,0,1,0,0,0,0.53333336,2000
0,0,0,0,0,1,0.36666667,1700
0,0,0,0,0,1,0.25625,1100
0,0,1,0,0,0,0.35714287,648
0,0,0,0,0,1,0.38538462,2100
0,0,0,0,0,0,0.65909094,2000
0,0,0,0,0,1,0.29030302,1200
0,0,1,0,0,0,0.18276785,1200
0,1,0,0,0,0,0.5642857,841
0,0,0,0,0,1,0.38040078,1600
0,0,0,1,0,0,0.31996632,1900
0,0,0,0,0,1,0.22051282,1100
0,0,0,0,0,1,0.3840909,993
0,0,0,1,0,0,0.2851852,2000
0,1,0,0,0,0,0.39103895,826
0,1,0,0,0,0,0.45075756,8000
0,0,0,0,1,0,0.34709957,12200
0,0,0,1,0,0,0.38166186,1400
0,0,0,1,0,0,0.25699934,2000
0,1,0,0,0,0,0.4209103,860
0,1,0,0,0,0,0.35559335,8600
0,1,0,0,0,0,0.3322844,3400
0,0,0,0,0,0,0.27454546,9800
0,0,0,0,0,1,0.36875,681
0,0,0,0,0,0,0.4,3400
1,0,0,0,0,0,0.35,971
0,1,0,0,0,0,0.31230566,448
0,0,0,0,0,0,0.39166668,10800
0,0,0,0,1,0,0.43665224,1200
0,0,0,0,0,1,0.37539682,3100
0,0,0,0,0,1,0.2942857,832
1,0,0,0,0,0,0.34939393,1200
0,0,1,0,0,0,0.36011088,1700
0,1,0,0,0,0,0.33053753,3000
0,0,0,0,1,0,0.33613756,1500
0,0,1,0,0,0,0.335,1100
0,0,0,0,0,1,0.37329546,1200
0,0,1,0,0,0,0.3793321,965
0,0,0,0,0,1,0.2125,865
0,0,0,0,1,0,0.36945167,2900
0,0,0,0,0,1,0.25114325,858
0,0,1,0,0,0,0.29471925,572
1,0,0,0,0,0,0.37691712,3700
0,0,0,0,0,1,0.30755952,1100
0,0,0,0,0,1,0.33357322,1100
0,0,0,0,0,1,0.32309467,2100
0,0,0,0,1,0,0.4118587,2400
0,0,0,0,0,1,0.33549783,807
0,0,0,0,0,0,0.31111112,3400
0,0,0,0,0,1,0.4694805,977
0,0,0,0,1,0,0.2999053,2200
0,1,0,0,0,0,0.30227274,1600
0,0,0,0,0,1,0.21458334,918
0,0,0,0,1,0,0.53223306,1200
0,0,0,0,0,1,0.32987192,642
0,1,0,0,0,0,0.26507938,507
0,0,0,0,0,0,0,1700
0,0,0,0,0,1,0.23333333,1900
0,0,0,0,0,1,0.37273404,1500
0,0,0,0,1,0,0.25178573,2700
0,1,0,0,0,0,0.6612665,1600
0,0,0,0,1,0,0.37307447,960
0,0,0,0,0,1,0.32945877,1400
0,1,0,0,0,0,0.32484847,909
0,0,1,0,0,0,0.27030304,1200
0,0,0,0,0,1,0.2761472,1200
0,1,0,0,0,0,0.35422078,990
0,0,1,0,0,0,0.36649784,1600
0,1,0,0,0,0,0.39457574,1400
0,0,0,0,0,1,0.30115741,1100
0,0,0,0,0,1,0.3359091,750
0,0,0,0,0,1,0.46060607,1100
0,0,0,0,1,0,0.33298367,3600
0,0,0,0,0,1,0.33430877,4900
0,1,0,0,0,0,0,962
0,0,0,0,1,0,0.3422078,987
0,0,0,0,0,1,0.21060607,1900
0,0,0,0,0,1,0.235,945
0,0,0,0,1,0,0.37857142,854
0,1,0,0,0,0,0.32083333,674
0,0,0,0,0,1,0.29663157,1300
0,0,0,0,1,0,0.3679752,1400
0,1,0,0,0,0,0.321183,709
1,0,0,0,0,0,0.46505052,1900
0,0,0,0,0,1,0.3838961,1000
0,0,0,0,0,1,0.3215909,1800
0,0,1,0,0,0,0.4903061,1400
0,0,0,0,0,0,0.44,820
0,0,0,0,0,1,0.30537578,2700
0,0,0,0,0,1,0.34126264,1700
0,0,0,0,1,0,0.3903113,1600
0,0,0,1,0,0,0.29895833,4300
0,1,0,0,0,0,0.2982143,1800
0,0,0,0,1,0,0.30966812,7200
1,0,0,0,0,0,0.49747476,2700
0,0,0,0,0,0,0.5146104,1300
0,0,0,0,0,1,0.28972223,2700
0,0,1,0,0,0,0.2617424,3500
0,0,1,0,0,0,0.3700957,1300
0,0,0,0,0,1,0.22083333,1700
0,0,0,0,0,0,0.375,9800
0,0,0,0,1,0,0.39265874,2000
0,0,0,0,0,0,0.3672969,1700
0,1,0,0,0,0,0.49565688,4700
0,0,0,0,0,0,0.2642857,409
0,0,0,1,0,0,0.19615506,2800
0,0,0,0,0,0,0.2510101,874
0,0,1,0,0,0,0.2697601,1500
1,0,0,0,0,0,0.38624987,3700
0,0,0,0,0,1,0,2600
0,1,0,0,0,0,0.48736235,1000
0,1,0,0,0,0,0.34950337,1700
0,1,0,0,0,0,0.345,1100
0,0,1,0,0,0,0.3580412,3300
0,0,0,0,0,1,0.41666666,2600
0,0,0,0,0,0,0.40438595,4000
0,0,0,0,1,0,0.39517012,1900
0,0,1,0,0,0,0.3516234,916
0,0,1,0,0,0,0.29323494,1200
0,0,0,0,0,1,0.28787878,3200
0,0,0,0,0,1,0.24177489,1300
0,0,0,0,0,0,0,705
0,0,0,0,0,0,0.2998016,4400
0,0,0,0,1,0,0.40225852,1400
0,0,0,0,1,0,0.39300698,1900
0,0,0,0,0,1,0.30431035,1300
0,0,1,0,0,0,0.33,2300
0,0,0,0,0,0,0.55,2300
0,0,1,0,0,0,0.35694444,1100
0,0,0,0,0,1,0.34788635,847
0,0,1,0,0,0,0.32747632,16300
0,0,0,1,0,0,0.38887522,1300
0,0,0,0,1,0,0.32611316,1900
0,0,0,0,1,0,0.38948864,1800
0,0,0,0,1,0,0.41366294,3500
0,0,0,0,0,1,0.39185607,1100
0,0,0,0,0,1,0.3533519,5600
0,1,0,0,0,0,0.411427,1300
0,1,0,0,0,0,0.30975753,1300
0,0,0,0,0,1,0.47301587,5600
0,0,0,0,0,1,0.36241582,3900
0,0,0,1,0,0,0.37839574,1800
0,0,0,0,0,1,0.27259552,4000
0,0,0,0,1,0,0.38323864,965
0,0,1,0,0,0,0.31904763,858
0,0,0,0,0,0,0.36694214,5700
0,0,0,0,0,1,0.303111,865
0,0,0,0,1,0,0.32522798,3000
0,0,0,0,1,0,0.35358664,2700
0,0,0,0,1,0,0.26925135,1000
0,0,0,0,0,1,0.5,565
0,0,0,1,0,0,0.29393938,12000
0,0,0,0,0,1,0.30454546,971
0,0,0,0,0,1,0.17510822,4400
0,0,0,0,0,1,0.35,1600
0,0,0,0,1,0,0.36785713,3100
0,0,0,0,0,0,0.39795917,3000
0,0,1,0,0,0,0.42987013,1000
0,0,1,0,0,0,0.5,808
0,0,0,0,0,0,0,2200
0,0,0,0,0,1,0.3473052,1400
1,0,0,0,0,0,0.42857143,2100
0,1,0,0,0,0,0.27655342,1100
0,1,0,0,0,0,0.23163636,796
0,1,0,0,0,0,0.4462963,913
0,0,0,1,0,0,0.22513348,2000
0,0,1,0,0,0,0.34516835,2900
0,0,1,0,0,0,0.35,721
0,0,0,0,1,0,0.34837663,1900
0,1,0,0,0,0,0.29916668,1800
0,0,0,0,0,1,0.25355083,906
0,1,0,0,0,0,0,2000
0,1,0,0,0,0,0.33030304,1300
0,1,0,0,0,0,0.39411765,1000
0,0,0,0,0,0,0.50769234,2000
0,0,0,0,0,0,0,664
0,1,0,0,0,0,0.34142563,3100
0,0,0,0,1,0,0.38177758,2200
0,0,0,0,1,0,0.33376372,2500
0,1,0,0,0,0,0.23614718,683
0,0,0,0,0,1,0.26969698,1700
0,0,1,0,0,0,0.41650578,2700
0,0,0,0,1,0,0.22954546,4300
0,0,0,0,0,0,0.42857143,3800
0,1,0,0,0,0,0.2762813,27500
0,0,0,0,0,1,0.42965367,7600
0,1,0,0,0,0,0.33472222,1100
0,0,1,0,0,0,0.3360544,1500
0,1,0,0,0,0,0.4375,22100
1,0,0,0,0,0,0.27857143,1200
0,1,0,0,0,0,0.37322134,779
0,0,0,0,0,1,0.36742425,981
0,0,1,0,0,0,0.2847511,605
0,0,0,0,0,0,0.47663477,962
0,0,0,0,0,1,0.20303363,1900
0,1,0,0,0,0,0.3652675,872
0,0,0,0,0,1,0.42224702,2700
0,0,0,0,0,1,0.33749098,1200
0,0,1,0,0,0,0.40326723,5000
0,1,0,0,0,0,0.38579544,10500
0,0,0,0,1,0,0.4345295,2600
0,0,1,0,0,0,0.4615625,3500
1,0,0,0,0,0,0.44390756,6300
0,0,1,0,0,0,0.40181622,2200
